time,base_x,base_y,base_z,tau_FL_hip,tau_FL_thigh,tau_FL_calf,tau_FR_hip,tau_FR_thigh,tau_FR_calf,tau_RL_hip,tau_RL_thigh,tau_RL_calf,tau_RR_hip,tau_RR_thigh,tau_RR_calf
3.713999999999702,-0.015504899049937237,-2.6913040938644342e-05,0.4381504291590637,-6.18290188468147,0.42575013582160526,15.88926307899858,6.218273718811351,0.4242632362308075,15.961529202378184,-6.235633681113567,0.3895753573922911,15.962991641214627,6.275061847862423,0.3874634935155778,16.03187510300334
3.714999999999702,-0.015504900803111113,-2.6912776663204523e-05,0.4381500382429031,-6.183599176284493,0.42573693841283894,15.88925317752327,6.218972435443126,0.4242528164612004,15.961519024429332,-6.236337824948977,0.3895837560163656,15.962990966562701,6.275765213543564,0.3874743184492415,16.031875795260873
3.7159999999997018,-0.01550490255879913,-2.691251216221576e-05,0.438149647477099,-6.184296191177803,0.4257237509419972,15.889243279318409,6.219670874947287,0.42424240473442654,15.961508849557353,-6.237041689690033,0.38959215270607056,15.962990290800377,6.276468300705818,0.38748514011736185,16.031876485554125
3.7169999999997017,-0.015504904316991204,-2.6912247436123226e-05,0.438149256861596,-6.184992929470688,0.42571057339809515,15.889233384383436,6.2203690374329135,0.42423200104081216,15.9614986777621,-6.237745275446747,0.389600547457563,15.96298961392809,6.2771711094588305,0.38749595851697344,16.031877173884027
3.7179999999997015,-0.015504906077677275,-2.6911982485371265e-05,0.4381488663963387,-6.185689391272398,0.4256974057702084,15.889223492717736,6.22106692300904,0.42422160537068615,15.961488509043471,-6.2384485823290845,0.38960894026700243,15.96298893594632,6.277873639912208,0.38750677364510816,16.03187786025156
3.7189999999997014,-0.015504907840847309,-2.6911717310403445e-05,0.4381484760812718,-6.186385576692133,0.42568424804738597,15.889213604320688,6.2217645317846655,0.42421121771439835,15.96147834340134,-6.239151610446973,0.3896173311305417,15.962988256855466,6.278575892175517,0.3875175854988343,16.031878544657598
3.7199999999997013,-0.01550490960649129,-2.691145191166256e-05,0.4381480859163398,-6.187081485839058,0.42567110021873944,15.889203719191734,6.22246186386874,0.42420083806233816,15.961468180835617,-6.239854359910296,0.389625720044403,15.962987576656019,6.2792778663582745,0.38752839407521644,16.031879227103126
3.720999999999701,-0.01550491137459923,-2.691118628959059e-05,0.43814769590148755,-6.187777118822289,0.4256579622733444,15.889193837330252,6.2231589193701735,0.42419046640486135,15.961458021346154,-6.24055683082889,0.38963410700477596,15.962986895348408,6.279979562569957,0.3875391993713522,16.031879907589065
3.721999999999701,-0.015504913145161163,-2.6910920444628704e-05,0.43814730603665963,-6.1884724757509035,0.42564483420034976,15.889183958735622,6.223855698397836,0.42418010273239054,15.96144786493286,-6.241259023312556,0.3896424920078474,15.962986212933078,6.280680980920002,0.38755000138430645,16.03188058611641
3.722999999999701,-0.015504914918167145,-2.6910654377217518e-05,0.4381469163218008,-6.189167556733933,0.42563171598889366,15.889174083407278,6.224552201060554,0.4241697470353056,15.961437711595602,-6.241960937471045,0.3896508750498377,15.962985529410457,6.2813821215178,0.3875608001111757,16.031881262686017
3.723999999999701,-0.015504916693607257,-2.691038808779666e-05,0.4381465267568558,-6.189862361880367,0.42561860762812126,15.889164211344605,6.225248427467114,0.42415939930406693,15.961427561334219,-6.242662573414071,0.3896592561269949,15.962984844781053,6.2820829844727,0.3875715955490954,16.03188193729887
3.7249999999997008,-0.015504918471471604,-2.6910121576805035e-05,0.4381461373417693,-6.190556891299156,0.42560550910716605,15.889154342546988,6.225944377726256,0.4241490595290846,15.961417414148634,-6.243363931251299,0.38966763523554476,15.962984159045279,6.282783569894009,0.3875823876951869,16.031882609955954
3.7259999999997007,-0.015504920251750312,-2.6909854844680885e-05,0.4381457480764862,-6.191251145099202,0.4255924204152433,15.889144477013849,6.226640051946683,0.4241387277008418,15.961407270038709,-6.244065011092356,0.3896760123717329,15.962983472203582,6.283483877890989,0.38759317654658426,16.03188328065818
